"",BBEX3.D.TRY.EUR.BB.AC.000,BBEX3.D.TRY.EUR.BB.AC.000_FLAGS
"",Euro foreign exchange reference rate of the ECB / EUR 1 = TRY ... / Turkey / from January 2005,
Comment (in english),"The ECB publishes daily euro foreign exchange reference rates, which are calculated on the basis of the concertation between central banks at 14.15. Currency conversion with effect from 1 January 2005: TRL 1,000,000 = TRY 1. Up to the end of 2004, see BBEX3:D:TRL:EUR:BB:AC:000.",
Decimals,4,
Source (in english),European Central Bank (ECB).,
Time format code,P1D,
category,WEDE,
unit,TRY,
unit multiplier,One,
last update,2025-01-31 16:00:08,
2019-11-13,6.3316,
2019-11-14,6.3361,
2019-11-15,6.3433,
2019-11-16,.,No value available
2019-11-17,.,No value available
2019-11-18,6.3316,
2019-11-19,6.3310,
2019-11-20,6.3003,
2019-11-21,6.3097,
2019-11-22,6.3119,
2019-11-23,.,No value available
2019-11-24,.,No value available
2019-11-25,6.3196,
2019-11-26,6.3255,
2019-11-27,6.3442,
2019-11-28,6.3477,
2019-11-29,6.3198,
2019-11-30,.,No value available
2019-12-01,.,No value available
2019-12-02,6.3436,
2019-12-03,6.3508,
2019-12-04,6.3608,
2019-12-05,6.3845,
2019-12-06,6.3893,
2019-12-07,.,No value available
2019-12-08,.,No value available
2019-12-09,6.4270,
2019-12-10,6.4300,
2019-12-11,6.4349,
2019-12-12,6.4390,
2019-12-13,6.4822,
2019-12-14,.,No value available
2019-12-15,.,No value available
2019-12-16,6.5190,
2019-12-17,6.5622,
2019-12-18,6.5732,
2019-12-19,6.6022,
2019-12-20,6.5774,
2019-12-21,.,No value available
2019-12-22,.,No value available
2019-12-23,6.5834,
2019-12-24,6.5994,
2019-12-25,.,No value available
2019-12-26,.,No value available
2019-12-27,6.6449,
2019-12-28,.,No value available
2019-12-29,.,No value available
2019-12-30,6.6567,
2019-12-31,6.6843,
2020-01-01,.,No value available
2020-01-02,6.6699,
2020-01-03,6.6587,
2020-01-04,.,No value available
2020-01-05,.,No value available
2020-01-06,6.6900,
2020-01-07,6.6760,
2020-01-08,6.6158,
2020-01-09,6.5331,
2020-01-10,6.5198,
2020-01-11,.,No value available
2020-01-12,.,No value available
2020-01-13,6.5219,
2020-01-14,6.5448,
2020-01-15,6.5580,
2020-01-16,6.5363,
2020-01-17,6.5323,
2020-01-18,.,No value available
2020-01-19,.,No value available
2020-01-20,6.5604,
2020-01-21,6.5938,
2020-01-22,6.5673,
2020-01-23,6.5771,
2020-01-24,6.5539,
2020-01-25,.,No value available
2020-01-26,.,No value available
2020-01-27,6.5566,
2020-01-28,6.5475,
2020-01-29,6.5559,
2020-01-30,6.5970,
2020-01-31,6.6117,
2020-02-01,.,No value available
2020-02-02,.,No value available
2020-02-03,6.6221,
2020-02-04,6.6073,
2020-02-05,6.5975,
2020-02-06,6.5886,
2020-02-07,6.5688,
2020-02-08,.,No value available
2020-02-09,.,No value available
2020-02-10,6.5897,
2020-02-11,6.5775,
2020-02-12,6.5923,
2020-02-13,6.5843,
2020-02-14,6.5735,
2020-02-15,.,No value available
2020-02-16,.,No value available
2020-02-17,6.5542,
2020-02-18,6.5643,
2020-02-19,6.5606,
2020-02-20,6.5806,
2020-02-21,6.6131,
2020-02-22,.,No value available
2020-02-23,.,No value available
2020-02-24,6.6599,
2020-02-25,6.6688,
2020-02-26,6.6981,
2020-02-27,6.7538,
2020-02-28,6.8348,
2020-02-29,.,No value available
2020-03-01,.,No value available
2020-03-02,6.9253,
2020-03-03,6.8626,
2020-03-04,6.7828,
2020-03-05,6.8038,
2020-03-06,6.9209,
2020-03-07,.,No value available
2020-03-08,.,No value available
2020-03-09,7.0002,
2020-03-10,6.9884,
2020-03-11,7.0236,
2020-03-12,7.0361,
2020-03-13,6.9850,
2020-03-14,.,No value available
2020-03-15,.,No value available
2020-03-16,7.1568,
2020-03-17,7.1286,
2020-03-18,7.0491,
2020-03-19,7.0625,
2020-03-20,6.9806,
2020-03-21,.,No value available
2020-03-22,.,No value available
2020-03-23,7.1016,
2020-03-24,7.0110,
2020-03-25,6.9672,
2020-03-26,7.0407,
2020-03-27,7.0935,
2020-03-28,.,No value available
2020-03-29,.,No value available
2020-03-30,7.2475,
2020-03-31,7.2063,
2020-04-01,7.2925,
2020-04-02,7.2665,
2020-04-03,7.2296,
2020-04-04,.,No value available
2020-04-05,.,No value available
2020-04-06,7.3136,
2020-04-07,7.3562,
2020-04-08,7.3798,
2020-04-09,7.3233,
2020-04-10,.,No value available
2020-04-11,.,No value available
2020-04-12,.,No value available
2020-04-13,.,No value available
2020-04-14,7.4472,
2020-04-15,7.5093,
2020-04-16,7.5506,
2020-04-17,7.4981,
2020-04-18,.,No value available
2020-04-19,.,No value available
2020-04-20,7.5220,
2020-04-21,7.5658,
2020-04-22,7.6008,
2020-04-23,7.4788,
2020-04-24,7.5365,
2020-04-25,.,No value available
2020-04-26,.,No value available
2020-04-27,7.5775,
2020-04-28,7.6115,
2020-04-29,7.5767,
2020-04-30,7.5979,
2020-05-01,.,No value available
2020-05-02,.,No value available
2020-05-03,.,No value available
2020-05-04,7.6932,
2020-05-05,7.6866,
2020-05-06,7.7178,
2020-05-07,7.7792,
2020-05-08,7.7252,
2020-05-09,.,No value available
2020-05-10,.,No value available
2020-05-11,7.6596,
2020-05-12,7.5979,
2020-05-13,7.5861,
2020-05-14,7.5159,
2020-05-15,7.4689,
2020-05-16,.,No value available
2020-05-17,.,No value available
2020-05-18,7.4276,
2020-05-19,7.4448,
2020-05-20,7.4419,
2020-05-21,7.4781,
2020-05-22,7.4227,
2020-05-23,.,No value available
2020-05-24,.,No value available
2020-05-25,7.4352,
2020-05-26,7.4014,
2020-05-27,7.4542,
2020-05-28,7.5072,
2020-05-29,7.6101,
2020-05-30,.,No value available
2020-05-31,.,No value available
2020-06-01,7.5743,
2020-06-02,7.5698,
2020-06-03,7.5703,
2020-06-04,7.5868,
2020-06-05,7.6747,
2020-06-06,.,No value available
2020-06-07,.,No value available
2020-06-08,7.6574,
2020-06-09,7.6859,
2020-06-10,7.7145,
2020-06-11,7.7391,
2020-06-12,7.7224,
2020-06-13,.,No value available
2020-06-14,.,No value available
2020-06-15,7.6967,
2020-06-16,7.7442,
2020-06-17,7.7012,
2020-06-18,7.6968,
2020-06-19,7.6887,
2020-06-20,.,No value available
2020-06-21,.,No value available
2020-06-22,7.6829,
2020-06-23,7.7622,
2020-06-24,7.7322,
2020-06-25,7.6776,
2020-06-26,7.6865,
2020-06-27,.,No value available
2020-06-28,.,No value available
2020-06-29,7.7351,
2020-06-30,7.6761,
2020-07-01,7.6777,
2020-07-02,7.7368,
2020-07-03,7.6957,
2020-07-04,.,No value available
2020-07-05,.,No value available
2020-07-06,7.7743,
2020-07-07,7.7508,
2020-07-08,7.7478,
2020-07-09,7.7845,
2020-07-10,7.7417,
2020-07-11,.,No value available
2020-07-12,.,No value available
2020-07-13,7.7824,
2020-07-14,7.8111,
2020-07-15,7.8568,
2020-07-16,7.8320,
2020-07-17,7.8413,
2020-07-18,.,No value available
2020-07-19,.,No value available
2020-07-20,7.8508,
2020-07-21,7.8369,
2020-07-22,7.9299,
2020-07-23,7.9229,
2020-07-24,7.9496,
2020-07-25,.,No value available
2020-07-26,.,No value available
2020-07-27,8.0552,
2020-07-28,8.1283,
2020-07-29,8.1748,
2020-07-30,8.1978,
2020-07-31,8.2595,
2020-08-01,.,No value available
2020-08-02,.,No value available
2020-08-03,8.1864,
2020-08-04,8.1990,
2020-08-05,8.3311,
2020-08-06,8.5853,
2020-08-07,8.5019,
2020-08-08,.,No value available
2020-08-09,.,No value available
2020-08-10,8.6055,
2020-08-11,8.5410,
2020-08-12,8.6074,
2020-08-13,8.6794,
2020-08-14,8.7149,
2020-08-15,.,No value available
2020-08-16,.,No value available
2020-08-17,8.7656,
2020-08-18,8.8024,
2020-08-19,8.7785,
2020-08-20,8.7129,
2020-08-21,8.5925,
2020-08-22,.,No value available
2020-08-23,.,No value available
2020-08-24,8.7314,
2020-08-25,8.7352,
2020-08-26,8.6706,
2020-08-27,8.6665,
2020-08-28,8.7176,
2020-08-29,.,No value available
2020-08-30,.,No value available
2020-08-31,8.7770,
2020-09-01,8.8196,
2020-09-02,8.7588,
2020-09-03,8.7907,
2020-09-04,8.8215,
2020-09-05,.,No value available
2020-09-06,.,No value available
2020-09-07,8.8168,
2020-09-08,8.8202,
2020-09-09,8.8240,
2020-09-10,8.8371,
2020-09-11,8.8565,
2020-09-12,.,No value available
2020-09-13,.,No value available
2020-09-14,8.8997,
2020-09-15,8.9023,
2020-09-16,8.8980,
2020-09-17,8.9037,
2020-09-18,8.9600,
2020-09-19,.,No value available
2020-09-20,.,No value available
2020-09-21,8.9710,
2020-09-22,8.9850,
2020-09-23,8.9920,
2020-09-24,8.8851,
2020-09-25,8.8709,
2020-09-26,.,No value available
2020-09-27,.,No value available
2020-09-28,9.1073,
2020-09-29,9.1649,
2020-09-30,9.0990,
2020-10-01,9.0606,
2020-10-02,9.0787,
2020-10-03,.,No value available
2020-10-04,.,No value available
2020-10-05,9.1614,
2020-10-06,9.1625,
2020-10-07,9.2722,
2020-10-08,9.3304,
2020-10-09,9.3279,
2020-10-10,.,No value available
2020-10-11,.,No value available
2020-10-12,9.2820,
2020-10-13,9.3155,
2020-10-14,9.3334,
2020-10-15,9.2868,
2020-10-16,9.3300,
2020-10-17,.,No value available
2020-10-18,.,No value available
2020-10-19,9.3057,
2020-10-20,9.3301,
2020-10-21,9.3084,
2020-10-22,9.3815,
2020-10-23,9.4418,
2020-10-24,.,No value available
2020-10-25,.,No value available
2020-10-26,9.5593,
2020-10-27,9.6466,
2020-10-28,9.6906,
2020-10-29,9.7418,
2020-10-30,9.7940,
2020-10-31,.,No value available
2020-11-01,.,No value available
2020-11-02,9.8332,
2020-11-03,9.9840,
2020-11-04,9.9037,
2020-11-05,9.9980,
2020-11-06,10.1489,
2020-11-07,.,No value available
2020-11-08,.,No value available
2020-11-09,9.5786,
2020-11-10,9.7675,
2020-11-11,9.2823,
2020-11-12,9.1207,
2020-11-13,9.1303,
2020-11-14,.,No value available
2020-11-15,.,No value available
2020-11-16,9.1749,
2020-11-17,9.2071,
2020-11-18,9.1560,
2020-11-19,8.9373,
2020-11-20,9.0470,
2020-11-21,.,No value available
2020-11-22,.,No value available
2020-11-23,9.2636,
2020-11-24,9.4452,
2020-11-25,9.4850,
2020-11-26,9.3878,
2020-11-27,9.3286,
2020-11-28,.,No value available
2020-11-29,.,No value available
2020-11-30,9.3155,
2020-12-01,9.4122,
2020-12-02,9.4570,
2020-12-03,9.5021,
2020-12-04,9.4636,
2020-12-05,.,No value available
2020-12-06,.,No value available
2020-12-07,9.5053,
2020-12-08,9.4870,
2020-12-09,9.4762,
2020-12-10,9.5260,
2020-12-11,9.5678,
2020-12-12,.,No value available
2020-12-13,.,No value available
2020-12-14,9.5728,
2020-12-15,9.5295,
2020-12-16,9.5219,
2020-12-17,9.4828,
2020-12-18,9.3988,
2020-12-19,.,No value available
2020-12-20,.,No value available
2020-12-21,9.3519,
2020-12-22,9.3325,
2020-12-23,9.2946,
2020-12-24,9.2275,
2020-12-25,.,No value available
2020-12-26,.,No value available
2020-12-27,.,No value available
2020-12-28,9.1254,
2020-12-29,9.0177,
2020-12-30,9.0321,
2020-12-31,9.1131,
2021-01-01,.,No value available
2021-01-02,.,No value available
2021-01-03,.,No value available
2021-01-04,9.0579,
2021-01-05,9.0694,
2021-01-06,9.0554,
2021-01-07,8.9987,
2021-01-08,9.0146,
2021-01-09,.,No value available
2021-01-10,.,No value available
2021-01-11,9.0550,
2021-01-12,9.1050,
2021-01-13,9.0531,
2021-01-14,8.9492,
2021-01-15,9.0179,
2021-01-16,.,No value available
2021-01-17,.,No value available
2021-01-18,9.0546,
2021-01-19,9.0257,
2021-01-20,9.0111,
2021-01-21,8.9555,
2021-01-22,9.0195,
2021-01-23,.,No value available
2021-01-24,.,No value available
2021-01-25,8.9865,
2021-01-26,8.9269,
2021-01-27,8.9542,
2021-01-28,8.9313,
2021-01-29,8.8772,
2021-01-30,.,No value available
2021-01-31,.,No value available
2021-02-01,8.6902,
2021-02-02,8.6629,
2021-02-03,8.6136,
2021-02-04,8.5490,
2021-02-05,8.4753,
2021-02-06,.,No value available
2021-02-07,.,No value available
2021-02-08,8.5308,
2021-02-09,8.5883,
2021-02-10,8.5503,
2021-02-11,8.5254,
2021-02-12,8.5010,
2021-02-13,.,No value available
2021-02-14,.,No value available
2021-02-15,8.4418,
2021-02-16,8.4673,
2021-02-17,8.4348,
2021-02-18,8.3975,
2021-02-19,8.4470,
2021-02-20,.,No value available
2021-02-21,.,No value available
2021-02-22,8.5684,
2021-02-23,8.5681,
2021-02-24,8.7071,
2021-02-25,8.8344,
2021-02-26,9.0168,
2021-02-27,.,No value available
2021-02-28,.,No value available
2021-03-01,8.7175,
2021-03-02,8.8151,
2021-03-03,8.9009,
2021-03-04,8.9666,
2021-03-05,8.9502,
2021-03-06,.,No value available
2021-03-07,.,No value available
2021-03-08,9.1062,
2021-03-09,9.1023,
2021-03-10,9.0269,
2021-03-11,8.9028,
2021-03-12,9.0452,
2021-03-13,.,No value available
2021-03-14,.,No value available
2021-03-15,8.9852,
2021-03-16,8.9350,
2021-03-17,8.9498,
2021-03-18,8.7701,
2021-03-19,8.6354,
2021-03-20,.,No value available
2021-03-21,.,No value available
2021-03-22,9.4097,
2021-03-23,9.3638,
2021-03-24,9.4009,
2021-03-25,9.4313,
2021-03-26,9.4523,
2021-03-27,.,No value available
2021-03-28,.,No value available
2021-03-29,9.6209,
2021-03-30,9.7800,
2021-03-31,9.7250,
2021-04-01,9.5903,
2021-04-02,.,No value available
2021-04-03,.,No value available
2021-04-04,.,No value available
2021-04-05,.,No value available
2021-04-06,9.6281,
2021-04-07,9.7227,
2021-04-08,9.6799,
2021-04-09,9.6903,
2021-04-10,.,No value available
2021-04-11,.,No value available
2021-04-12,9.7038,
2021-04-13,9.6893,
2021-04-14,9.6792,
2021-04-15,9.7111,
2021-04-16,9.6692,
2021-04-17,.,No value available
2021-04-18,.,No value available
2021-04-19,9.7198,
2021-04-20,9.7764,
2021-04-21,9.8156,
2021-04-22,9.9553,
2021-04-23,10.0635,
2021-04-24,.,No value available
2021-04-25,.,No value available
2021-04-26,10.0428,
2021-04-27,9.9189,
2021-04-28,9.8677,
2021-04-29,9.9694,
2021-04-30,9.9777,
2021-05-01,.,No value available
2021-05-02,.,No value available
2021-05-03,10.0087,
2021-05-04,10.0110,
2021-05-05,10.0174,
2021-05-06,10.0490,
2021-05-07,10.0019,
2021-05-08,.,No value available
2021-05-09,.,No value available
2021-05-10,10.0495,
2021-05-11,10.0811,
2021-05-12,10.1120,
2021-05-13,10.2653,
2021-05-14,10.2174,
2021-05-15,.,No value available
2021-05-16,.,No value available
2021-05-17,10.1660,
2021-05-18,10.1885,
2021-05-19,10.2910,
2021-05-20,10.2114,
2021-05-21,10.2151,
2021-05-22,.,No value available
2021-05-23,.,No value available
2021-05-24,10.2427,
2021-05-25,10.3176,
2021-05-26,10.3325,
2021-05-27,10.2986,
2021-05-28,10.4398,
2021-05-29,.,No value available
2021-05-30,.,No value available
2021-05-31,10.3728,
2021-06-01,10.4162,
2021-06-02,10.4641,
2021-06-03,10.5650,
2021-06-04,10.5183,
2021-06-05,.,No value available
2021-06-06,.,No value available
2021-06-07,10.4902,
2021-06-08,10.4666,
2021-06-09,10.4651,
2021-06-10,10.3284,
2021-06-11,10.1969,
2021-06-12,.,No value available
2021-06-13,.,No value available
2021-06-14,10.1380,
2021-06-15,10.3586,
2021-06-16,10.3613,
2021-06-17,10.3103,
2021-06-18,10.3459,
2021-06-19,.,No value available
2021-06-20,.,No value available
2021-06-21,10.4483,
2021-06-22,10.3395,
2021-06-23,10.3334,
2021-06-24,10.3802,
2021-06-25,10.3887,
2021-06-26,.,No value available
2021-06-27,.,No value available
2021-06-28,10.4130,
2021-06-29,10.3610,
2021-06-30,10.3210,
2021-07-01,10.3307,
2021-07-02,10.2780,
2021-07-03,.,No value available
2021-07-04,.,No value available
2021-07-05,10.2889,
2021-07-06,10.2514,
2021-07-07,10.2566,
2021-07-08,10.2904,
2021-07-09,10.2770,
2021-07-10,.,No value available
2021-07-11,.,No value available
2021-07-12,10.2372,
2021-07-13,10.1726,
2021-07-14,10.1485,
2021-07-15,10.1061,
2021-07-16,10.0521,
2021-07-17,.,No value available
2021-07-18,.,No value available
2021-07-19,10.1142,
2021-07-20,10.0664,
2021-07-21,10.1063,
2021-07-22,10.0717,
2021-07-23,10.0573,
2021-07-24,.,No value available
2021-07-25,.,No value available
2021-07-26,10.0973,
2021-07-27,10.1070,
2021-07-28,10.0973,
2021-07-29,10.0851,
2021-07-30,9.9985,
2021-07-31,.,No value available
2021-08-01,.,No value available
2021-08-02,9.9181,
2021-08-03,9.9576,
2021-08-04,10.0115,
2021-08-05,10.1155,
2021-08-06,10.1385,
2021-08-07,.,No value available
2021-08-08,.,No value available
2021-08-09,10.1679,
2021-08-10,10.0813,
2021-08-11,10.1467,
2021-08-12,10.0553,
2021-08-13,10.0648,
2021-08-14,.,No value available
2021-08-15,.,No value available
2021-08-16,9.9717,
2021-08-17,9.9113,
2021-08-18,9.9380,
2021-08-19,9.9731,
2021-08-20,9.9571,
2021-08-21,.,No value available
2021-08-22,.,No value available
2021-08-23,9.9150,
2021-08-24,9.8836,
2021-08-25,9.8787,
2021-08-26,9.8450,
2021-08-27,9.8809,
2021-08-28,.,No value available
2021-08-29,.,No value available
2021-08-30,9.8909,
2021-08-31,9.8310,
2021-09-01,9.7985,
2021-09-02,9.7942,
2021-09-03,9.8574,
2021-09-04,.,No value available
2021-09-05,.,No value available
2021-09-06,9.8199,
2021-09-07,9.8735,
2021-09-08,9.9891,
2021-09-09,10.0272,
2021-09-10,9.9558,
2021-09-11,.,No value available
2021-09-12,.,No value available
2021-09-13,9.9468,
2021-09-14,9.9848,
2021-09-15,9.9769,
2021-09-16,9.9663,
2021-09-17,10.1323,
2021-09-18,.,No value available
2021-09-19,.,No value available
2021-09-20,10.1512,
2021-09-21,10.1586,
2021-09-22,10.1523,
2021-09-23,10.2460,
2021-09-24,10.3590,
2021-09-25,.,No value available
2021-09-26,.,No value available
2021-09-27,10.3471,
2021-09-28,10.3685,
2021-09-29,10.3168,
2021-09-30,10.2981,
2021-10-01,10.2583,
2021-10-02,.,No value available
2021-10-03,.,No value available
2021-10-04,10.2816,
2021-10-05,10.2707,
2021-10-06,10.2802,
2021-10-07,10.2594,
2021-10-08,10.3110,
2021-10-09,.,No value available
2021-10-10,.,No value available
2021-10-11,10.3726,
2021-10-12,10.4044,
2021-10-13,10.4833,
2021-10-14,10.6104,
2021-10-15,10.7132,
2021-10-16,.,No value available
2021-10-17,.,No value available
2021-10-18,10.7740,
2021-10-19,10.8484,
2021-10-20,10.7821,
2021-10-21,10.9681,
2021-10-22,11.1830,
2021-10-23,.,No value available
2021-10-24,.,No value available
2021-10-25,11.2232,
2021-10-26,10.9744,
2021-10-27,11.0173,
2021-10-28,11.1435,
2021-10-29,11.1393,
2021-10-30,.,No value available
2021-10-31,.,No value available
2021-11-01,11.0202,
2021-11-02,11.0656,
2021-11-03,11.2219,
2021-11-04,11.2503,
2021-11-05,11.1858,
2021-11-06,.,No value available
2021-11-07,.,No value available
2021-11-08,11.2782,
2021-11-09,11.2605,
2021-11-10,11.3563,
2021-11-11,11.3605,
2021-11-12,11.3987,
2021-11-13,.,No value available
2021-11-14,.,No value available
2021-11-15,11.4643,
2021-11-16,11.6020,
2021-11-17,11.8601,
2021-11-18,12.5522,
2021-11-19,12.5247,
2021-11-20,.,No value available
2021-11-21,.,No value available
2021-11-22,12.6714,
2021-11-23,14.1306,
2021-11-24,13.5022,
2021-11-25,13.4739,
2021-11-26,13.7642,
2021-11-27,.,No value available
2021-11-28,.,No value available
2021-11-29,14.3166,
2021-11-30,14.9342,
2021-12-01,15.1664,
2021-12-02,15.2937,
2021-12-03,15.6131,
2021-12-04,.,No value available
2021-12-05,.,No value available
2021-12-06,15.5642,
2021-12-07,15.3690,
2021-12-08,15.4796,
2021-12-09,15.6175,
2021-12-10,15.6908,
2021-12-11,.,No value available
2021-12-12,.,No value available
2021-12-13,16.0525,
2021-12-14,16.2092,
2021-12-15,16.5612,
2021-12-16,17.5824,
2021-12-17,19.1155,
2021-12-18,.,No value available
2021-12-19,.,No value available
2021-12-20,20.0434,
2021-12-21,14.7132,
2021-12-22,14.0719,
2021-12-23,12.6525,
2021-12-24,13.2402,
2021-12-25,.,No value available
2021-12-26,.,No value available
2021-12-27,12.8099,
2021-12-28,13.3521,
2021-12-29,14.1525,
2021-12-30,14.7184,
2021-12-31,15.2335,
2022-01-01,.,No value available
2022-01-02,.,No value available
2022-01-03,15.0777,
2022-01-04,15.1384,
2022-01-05,15.2446,
2022-01-06,15.5504,
2022-01-07,15.7206,
2022-01-08,.,No value available
2022-01-09,.,No value available
2022-01-10,15.7183,
2022-01-11,15.6960,
2022-01-12,15.5922,
2022-01-13,15.5744,
2022-01-14,15.5256,
2022-01-15,.,No value available
2022-01-16,.,No value available
2022-01-17,15.2757,
2022-01-18,15.4447,
2022-01-19,15.4207,
2022-01-20,15.2094,
2022-01-21,15.2230,
2022-01-22,.,No value available
2022-01-23,.,No value available
2022-01-24,15.1621,
2022-01-25,15.2723,
2022-01-26,15.2877,
2022-01-27,15.1946,
2022-01-28,15.1424,
2022-01-29,.,No value available
2022-01-30,.,No value available
2022-01-31,14.9310,
2022-02-01,15.0644,
2022-02-02,15.3011,
2022-02-03,15.3047,
2022-02-04,15.5072,
2022-02-05,.,No value available
2022-02-06,.,No value available
2022-02-07,15.5235,
2022-02-08,15.5558,
2022-02-09,15.5510,
2022-02-10,15.4838,
2022-02-11,15.4066,
2022-02-12,.,No value available
2022-02-13,.,No value available
2022-02-14,15.3510,
2022-02-15,15.4716,
2022-02-16,15.4810,
2022-02-17,15.4945,
2022-02-18,15.4678,
2022-02-19,.,No value available
2022-02-20,.,No value available
2022-02-21,15.4689,
2022-02-22,15.6959,
2022-02-23,15.6871,
2022-02-24,16.0525,
2022-02-25,15.4799,
2022-02-26,.,No value available
2022-02-27,.,No value available
2022-02-28,15.4532,
2022-03-01,15.5509,
2022-03-02,15.6280,
2022-03-03,15.6897,
2022-03-04,15.5681,
2022-03-05,.,No value available
2022-03-06,.,No value available
2022-03-07,15.6577,
2022-03-08,15.8183,
2022-03-09,16.1323,
2022-03-10,16.5740,
2022-03-11,16.2554,
2022-03-12,.,No value available
2022-03-13,.,No value available
2022-03-14,16.2000,
2022-03-15,16.0968,
2022-03-16,16.1783,
2022-03-17,16.3123,
2022-03-18,16.3054,
2022-03-19,.,No value available
2022-03-20,.,No value available
2022-03-21,16.3773,
2022-03-22,16.3432,
2022-03-23,16.3108,
2022-03-24,16.2917,
2022-03-25,16.3304,
2022-03-26,.,No value available
2022-03-27,.,No value available
2022-03-28,16.2750,
2022-03-29,16.3275,
2022-03-30,16.3296,
2022-03-31,16.2823,
2022-04-01,16.2411,
2022-04-02,.,No value available
2022-04-03,.,No value available
2022-04-04,16.1830,
2022-04-05,16.1500,
2022-04-06,16.0998,
2022-04-07,16.0929,
2022-04-08,16.0237,
2022-04-09,.,No value available
2022-04-10,.,No value available
2022-04-11,16.0485,
2022-04-12,15.9548,
2022-04-13,15.7992,
2022-04-14,15.9046,
2022-04-15,.,No value available
2022-04-16,.,No value available
2022-04-17,.,No value available
2022-04-18,.,No value available
2022-04-19,15.8416,
2022-04-20,15.8892,
2022-04-21,15.9983,
2022-04-22,15.9446,
2022-04-23,.,No value available
2022-04-24,.,No value available
2022-04-25,15.8640,
2022-04-26,15.7944,
2022-04-27,15.6857,
2022-04-28,15.5362,
2022-04-29,15.6385,
2022-04-30,.,No value available
2022-05-01,.,No value available
2022-05-02,15.6697,
2022-05-03,15.6941,
2022-05-04,15.5769,
2022-05-05,15.7051,
2022-05-06,15.8078,
2022-05-07,.,No value available
2022-05-08,.,No value available
2022-05-09,15.8941,
2022-05-10,16.0883,
2022-05-11,16.1851,
2022-05-12,16.0132,
2022-05-13,16.0687,
2022-05-14,.,No value available
2022-05-15,.,No value available
2022-05-16,16.3121,
2022-05-17,16.6027,
2022-05-18,16.7811,
2022-05-19,16.8037,
2022-05-20,16.8201,
2022-05-21,.,No value available
2022-05-22,.,No value available
2022-05-23,16.8672,
2022-05-24,17.2572,
2022-05-25,17.3954,
2022-05-26,17.5588,
2022-05-27,17.5820,
2022-05-28,.,No value available
2022-05-29,.,No value available
2022-05-30,17.6416,
2022-05-31,17.5817,
2022-06-01,17.6223,
2022-06-02,17.6175,
2022-06-03,17.7380,
2022-06-04,.,No value available
2022-06-05,.,No value available
2022-06-06,17.7960,
2022-06-07,17.8702,
2022-06-08,18.4530,
2022-06-09,18.5104,
2022-06-10,18.0116,
2022-06-11,.,No value available
2022-06-12,.,No value available
2022-06-13,18.0495,
2022-06-14,18.0600,
2022-06-15,18.0465,
2022-06-16,18.0126,
2022-06-17,18.1495,
2022-06-18,.,No value available
2022-06-19,.,No value available
2022-06-20,18.2239,
2022-06-21,18.3049,
2022-06-22,18.2550,
2022-06-23,18.2199,
2022-06-24,18.2856,
2022-06-25,.,No value available
2022-06-26,.,No value available
2022-06-27,17.4794,
2022-06-28,17.5891,
2022-06-29,17.4998,
2022-06-30,17.3220,
2022-07-01,17.4608,
2022-07-02,.,No value available
2022-07-03,.,No value available
2022-07-04,17.5994,
2022-07-05,17.5049,
2022-07-06,17.5505,
2022-07-07,17.5551,
2022-07-08,17.6026,
2022-07-09,.,No value available
2022-07-10,.,No value available
2022-07-11,17.5447,
2022-07-12,17.4392,
2022-07-13,17.5629,
2022-07-14,17.4940,
2022-07-15,17.5451,
2022-07-16,.,No value available
2022-07-17,.,No value available
2022-07-18,17.7225,
2022-07-19,18.0180,
2022-07-20,17.9444,
2022-07-21,18.0327,
2022-07-22,18.0940,
2022-07-23,.,No value available
2022-07-24,.,No value available
2022-07-25,18.2653,
2022-07-26,18.0705,
2022-07-27,18.1859,
2022-07-28,18.1417,
2022-07-29,18.2472,
2022-07-30,.,No value available
2022-07-31,.,No value available
2022-08-01,18.3475,
2022-08-02,18.3564,
2022-08-03,18.3112,
2022-08-04,18.2922,
2022-08-05,18.3853,
2022-08-06,.,No value available
2022-08-07,.,No value available
2022-08-08,18.3175,
2022-08-09,18.3342,
2022-08-10,18.4099,
2022-08-11,18.5674,
2022-08-12,18.4733,
2022-08-13,.,No value available
2022-08-14,.,No value available
2022-08-15,18.3143,
2022-08-16,18.1994,
2022-08-17,18.2568,
2022-08-18,18.4095,
2022-08-19,18.2028,
2022-08-20,.,No value available
2022-08-21,.,No value available
2022-08-22,18.1268,
2022-08-23,17.9830,
2022-08-24,18.0362,
2022-08-25,18.1120,
2022-08-26,18.1923,
2022-08-27,.,No value available
2022-08-28,.,No value available
2022-08-29,18.1605,
2022-08-30,18.2390,
2022-08-31,18.1849,
2022-09-01,18.2149,
2022-09-02,18.2072,
2022-09-03,.,No value available
2022-09-04,.,No value available
2022-09-05,18.0792,
2022-09-06,18.0938,
2022-09-07,18.0262,
2022-09-08,18.2546,
2022-09-09,18.3282,
2022-09-10,.,No value available
2022-09-11,.,No value available
2022-09-12,18.5232,
2022-09-13,18.5640,
2022-09-14,18.2397,
2022-09-15,18.2477,
2022-09-16,18.1923,
2022-09-17,.,No value available
2022-09-18,.,No value available
2022-09-19,18.2738,
2022-09-20,18.2833,
2022-09-21,18.1490,
2022-09-22,18.1559,
2022-09-23,17.9515,
2022-09-24,.,No value available
2022-09-25,.,No value available
2022-09-26,17.8001,
2022-09-27,17.8240,
2022-09-28,17.7311,
2022-09-29,18.0000,
2022-09-30,18.0841,
